ABAVIJ OJOBAS 0.9990337799955596
ABAVOP VEDFER 0.9999786341271047
ABAYOU FIXLAC 0.9949954585019176
ABAYOU TIVYAZ 0.997824463756555
AHETAK VODNOS 0.9999475934842896
AVUCEA CIFMIP 0.999946756096904
BAKJEE SIDXOV 0.96649263805705
BEDPAE HAJKOU 0.9999950977113404
BOWDIC TATSIS 0.9993752224596314
BOWDOI KEJWAY 0.9997536065874432
BOWDOI VEDGAO 0.9999979309281316
BOWDOI VEDGES 0.9999716103322668
CAXZOS VODNOS 0.9229359344398296
CEJFOO FAZPED 0.9952333079265362
CEJFOO WOPWOP 0.9991672254291066
CIPLIX PUNYED 0.9913076931388172
COXFOL FILYAC 0.9993742177408156
DIBQIQ NOMPOW 0.9159685681447118
DUVNIS01 PUNYED 0.9951693665933854
DUVNIS01 TIVYAZ 0.9992536618650524
DUVNIS01 XAVQIU 0.997462707642388
ESEQUO VAKREG 0.9889727808227664
ETUWOG LAGWIB 0.9982809984016908
EXUXEC VODNOS 0.9998344507791184
FAZPED NERVIP01 0.9988264072780474
FAZPIH NERVOV 0.9999649667826944
JOPGIG XAVQIU 0.9987357003226816
KEJWAY YODRAM 0.9997983691198776
LASMAV TATSIS 0.9999267190515512
NEVVAM NEVVAM02 0.9999970401317828
NIDFOX XALMOO 0.9954301428503388
PUNYED FEYJOJ 0.946845969500588
PUNYED VEMTAJ01 0.9949109817008326
TATSIS YIGGEB 0.9994257376862072
VEDGIW YODRAM 0.9999604342504338
XAVQIU KESFIA 0.9385182554081174
XAVQIU01 FEYJOJ 0.9471903691041188
ABAYIM ABAYOS 0.999987287741238
TIPZOJ YOSLIB01 0.9999446034363836
AHIZOH VILXOE 0.9701843770381308
BIGJEJ VOBQIO 0.9082441068077072
CUXFIL LIXWAR 0.9571492465457454
DEPXIG WEYQAU11 0.994800793801607
GACTOW WEYQEY 0.9999168136318216
GINHOD WEYQAU01 0.9983711305384592
GINHOD WEYQAU16 0.999074995664712
GUPJEG XAPRIR01 0.996266215111682
HIVQAG IVELUS 0.9998949943531776
IQOKAC IQOKEG 0.9981601693487562
IREGOD KUFVAK 0.9463842111815808
IREGOD WEYQAU09 0.9987717788856272
IVELUS IVEMAZ 0.9999613279005352
IVELUS KAFQAL 0.9997790244080093
LUFNAC01 LUFNIK 0.9928944724707722
LUSHOX03 MAHTAR 0.9997909789129976
LUSHOX03 VOBQEK 0.9992483186998072
NAMDUD OCAKUB 0.9489566412820084
OCAKUB QOQWOK01 0.9196687575472586
ONOCOK PUYREI 0.9993978127875052
TUTHOG TUTJAU 0.9970710297672394
TUTHUM TUTJAU 0.9930746595241252
VUQKAU01 VUQKAU02 0.9999593916795652
WEYPUN WEYQAU 0.9984895437024054
WEYPUN WEYQAU12 0.9997120537169611
